cct,Plantel,control,dummy_privado,pca7,cp2,cp3,cp4,cp5,cp6,cp7,pca17,promedio_esp,enlace,estado,dummy_México,dummy_Veracruz,dummy_Durango,dummy_Jalisco,dummy_Quintana_Roo,dummy_Baja_California_Sur,dummy_Puebla,dummy_Querétaro,dummy_Tabasco,dummy_Ciudad_de_México,dummy_Coahuila,dummy_Tamaulipas,dummy_Colima,dummy_Sinaloa,dummy_Guanajuato,dummy_Sonora,dummy_Morelos,dummy_Nuevo_León,dummy_Chihuahua,dummy_Hidalgo,dummy_Aguascalientes,dummy_Michoacán,dummy_Baja_California,dummy_Nayarit,dummy_Tlaxcala,dummy_San_Luis_Potosí,dummy_Guerrero,dummy_Oaxaca,dummy_Campeche,dummy_Chiapas,dummy_Zacatecas,dummy_Yucatan
18PBH0093X,HARKNESS INSTITUTE,privado,1,na,na,na,na,na,na,na,na,1.34699318583333,2.42145617333333,Nayarit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19PBH0010X,CTRO. U. MEXICO VALLE,privado,1,na,na,na,na,na,na,na,na,-0.576788485,-0.264578021125,Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19PBH0149H,U. DE MONTERREY,privado,1,na,na,na,na,na,na,na,na,1.06460821298054,2.28727984526487,Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19PBH0253T,L. DE MONTERREY,privado,1,na,na,na,na,na,na,na,na,1.35664936576923,2.26356564288462,Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19UBH0002Z,CTRO. INV Y DES DE EDU BILINGU,publico,0,na,na,na,na,na,na,na,na,1.32051028682857,2.75312359330565,Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19UBH0019Z,C.INV.Y DES.DE ED.BIL.CIDEB,publico,0,na,na,na,na,na,na,na,na,1.32051028682857,2.75312359330565,Nuevo León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20PBH3680W,U. LA SALLE DE OAXACA,privado,1,na,na,na,na,na,na,na,na,0.577432881132231,1.67038993892975,Oaxaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21EBH0181Z,BACHILLERATO 5 DE MAYO,publico,0,na,na,na,na,na,na,na,na,0.085122106282174,1.69,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0020S,C. AMERICANO DE PUEBLA,privado,1,na,na,na,na,na,na,na,na,0.0828731486170213,1.14025,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0023P,"C. HUMBOLDT, PUEBLA",privado,1,na,na,na,na,na,na,na,na,0.829143114907407,2.008,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0042D,CTRO DE EST. JOHN F. KENNEDY,privado,1,na,na,na,na,na,na,na,na,0.641257270996428,1.41296785053571,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0230X,C. KAROL WOJTYLA,privado,1,na,na,na,na,na,na,na,na,0.94181956625,2.13089119,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0260R,E. YOLIZTLI  DE CHOLULA,privado,1,na,na,na,na,na,na,na,na,0.884538425789474,2.4548783168421,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0275T,SAN DIEGO SCHOOL,privado,1,na,na,na,na,na,na,na,na,1.1546371994,2.6654200355,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0286Z,I. D AMICIS,privado,1,na,na,na,na,na,na,na,na,0.723919404408163,1.78774001877551,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0449T,SAN ANTONIO SCHOOL,privado,1,na,na,na,na,na,na,na,na,0.289024852384615,1.13302624463077,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0453F,C. SIMON BOLIVAR,privado,1,1.0611099274092200,1.0875055224857800,-8.16802526892297E-02,0.76816628673830100,-0.98555075599546800,-1.75110469745703E-02,0.334345897816896,1.282965372,0.7232477065,1.591852545,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0457B,I. MEXICO DE PUEBLA,privado,1,na,na,na,na,na,na,na,na,0.274376782821918,1.5695397629703,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0470W,I. JUAREZ-LINCOLN,privado,1,na,na,na,na,na,na,na,na,0.809557097,1.90077348480952,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH0473T,BACH. UPAEP ANGELOPOLIS,privado,1,na,na,na,na,na,na,na,na,0.516817338285714,1.2089,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH3600T,TEC MILENIO PUEBLA,privado,1,na,na,na,na,na,na,na,na,0.681692867316854,1.978613129,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21PBH3652Z,I. MEXICANO MADERO,privado,1,na,na,na,na,na,na,na,na,0.601830890781159,1.64853693001449,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0025M,ITESM QUERETARO,privado,1,3.565613547614610,-3.42440016073144,1.08705173025031,-0.224347783407533,0.22027028804676200,4.7105040262004100,0.102563044369526,4.5416746770475200,0.968096909693044,2.21915806234783,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0033V,C. ALAMOS,privado,1,na,na,na,na,na,na,na,na,0.747782604888889,2.15,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0049W,C. CELTA INTERNACIONAL,privado,1,na,na,na,na,na,na,na,na,0.702247690008696,1.9886,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0050L,COLEGIO REAL DE QUERENDA,privado,1,na,na,na,na,na,na,na,na,0.246764528571429,1.22444404495238,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0074V,C. CAROL BAUR,privado,1,0.25030746265849400,0.22045711378976400,-4.00374269480754E-02,0.42433744243266400,-0.50871375886686700,-2.96805644220037E-02,0.51772124354476000,1.69879788988053,0.947828637272727,1.83,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH0081E,P.ESPARTA,privado,1,na,na,na,na,na,na,na,na,-5.98722714285726E-04,0.13661044,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH3186T,LA SALLE SAN JUAN DEL RIO,privado,1,na,na,na,na,na,na,na,na,0.570195476402174,1.22977251247717,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22PBH3390D,C. CUMBRES Y ALPES,privado,1,na,na,na,na,na,na,na,na,0.675219097045977,1.75,Querétaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PBH0008V,I. PARTENÓN COZUMEL,privado,1,na,na,na,na,na,na,na,na,-0.3667529005,0.547856006475,Quintana Roo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PBH0035S,INSTITUTO CESARE,privado,1,na,na,na,na,na,na,na,na,-0.0609629525,0.990738647,Quintana Roo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PBH0041C,B.NACIONES UNIDAS EL PAPALOTE,privado,1,na,na,na,na,na,na,na,na,0.699286166666667,1.689,Quintana Roo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PBH3135L,U. LA SALLE CANCUN,privado,1,na,na,na,na,na,na,na,na,0.772786642978495,1.642128486,Quintana Roo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PCB0001G,C. BRITANICO DEL CARIBE,privado,1,na,na,na,na,na,na,na,na,0.712040743043478,1.738,Quintana Roo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24PCB0016H,I. REAL DE SAN LUIS,privado,1,na,na,na,na,na,na,na,na,1.0314143176,2.582467036,San Luis Potosí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25PBH0029F,U. CATOLICA DE CULIACAN,privado,1,na,na,na,na,na,na,na,na,0.404876180409804,1.285956198,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25PBH0206T,I. ANGLO MODERNO,privado,1,na,na,na,na,na,na,na,na,0.699469117442623,1.29497349627869,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25PBH30004R,I. CULTURAL DE OCCIDENTE (ICO),privado,1,na,na,na,na,na,na,na,na,1.267055318,2.42112205664057,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25PBH3021H,C. CHAPULTEPEC (MUJERES),privado,1,na,na,na,na,na,na,na,na,1.29534226102041,2.73,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25PBH3163F,C. GUASAVE,privado,1,na,na,na,na,na,na,na,na,0.587343596367089,1.68,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25PSU0149M,TEC MILENIO C. LOS MOCHIS,privado,1,na,na,na,na,na,na,na,na,0.147162582507792,1.17330428157143,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25UBH0009D,P. EMILIANO ZAPATA,publico,0,na,na,na,na,na,na,na,na,0.186040625454964,1.26390675554312,Sinaloa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26PBH0107S,C. REGIS,privado,1,na,na,na,na,na,na,na,na,0.0416169656986928,1.38131409026732,Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26PBH0116Z,SISTEMA EDUCATIVO MUÑOZ,privado,1,na,na,na,na,na,na,na,na,-0.311310691111111,0.453579458,Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26PBH0164U,C. LICEO THEZIA,privado,1,na,na,na,na,na,na,na,na,1.32062081514815,2.96613337037037,Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26PCB0009W,P. PEDRO DE GANTE,privado,1,na,na,na,na,na,na,na,na,0.23685351,1.8203335,Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27PCB0023O,C. ARJI,privado,1,na,na,na,na,na,na,na,na,0.164575631121053,1.1405,Tabasco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27PCB0039P,C. AMERICANO DE TABASCO,privado,1,na,na,na,na,na,na,na,na,-0.58826248364486,0.9549,Tabasco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27PCB0040E,C. INGLES DE VILLAHERMOSA,privado,1,na,na,na,na,na,na,na,na,0.53500512375,1.84,Tabasco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27PCB0042C,C. TABASCO,privado,1,na,na,na,na,na,na,na,na,-0.113685597904762,1.0546674364898,Tabasco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27PSU0021F,TEC MILENIO C.VILLAHERMOSA,privado,1,na,na,na,na,na,na,na,na,0.707276344707965,1.77156446535714,Tabasco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28PBH0116Y,C. FELIX DE JESUS ROUGIER,privado,1,na,na,na,na,na,na,na,na,-0.0278063266666667,0.683662932416667,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28PBH0140Y,C. ATENEO VICTORIA,privado,1,na,na,na,na,na,na,na,na,1.05644413440741,2.05,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28PBH0193C,COL.JOSE DE ESCANDON LA SALLE,privado,1,na,na,na,na,na,na,na,na,0.220480747869565,0.682617961,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28PBH0204S,I. DE EST. SUP. DE TAMAULIPAS,privado,1,na,na,na,na,na,na,na,na,0.572018332071154,1.46276401094872,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28PBH3720Z,I. CULTURAL TAMPICO,privado,1,na,na,na,na,na,na,na,na,8.05856446718705,2.16800030165468,Tamaulipas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29PBH0011C,I. JOSE MARIA MORELOS,privado,1,na,na,na,na,na,na,na,na,0.0698451132857143,1.41476463,Tlaxcala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29PBH0014Z,I. FRAY PEDRO DE GANTE,privado,1,-0.14000000000000000,-4.16587316981614E-02,-1.19164912701347E-02,1.19253213311436E-03,-0.103340478486022,-0.14230231607445500,0.74493743174747800,0.75857221413362600,0.129263303759596,1.03589947596939,Tlaxcala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29PBH3664W,P. IBERO TLAXCALA,privado,1,na,na,na,na,na,na,na,na,1.06485829740741,2.11366048037037,Tlaxcala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30EBH0096J,CONSTITUCION DE 1917,publico,0,na,na,na,na,na,na,na,na,0.494723341855897,1.61988790626154,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0042L,CRISTOBAL COLON (VER),privado,1,na,na,na,na,na,na,na,na,0.273079609465145,1.01360288005436,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0080O,I. AMERICA,privado,1,na,na,na,na,na,na,na,na,0.569700142258823,1.26262518458824,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0169R,C. VILLA RICA,privado,1,na,na,na,na,na,na,na,na,0.850033147685714,1.94194098647486,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0310Q,I. CIENTIFICO MOTOLINIA,privado,1,na,na,na,na,na,na,na,na,1.05810882965714,1.24596325855571,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0413M,C. LAS HAYAS,privado,1,na,na,na,na,na,na,na,na,1.26299345492982,2.37540040698246,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0461W,CTRO. EDUCATIVO FORTIN S.C.,privado,1,na,na,na,na,na,na,na,na,0.128595280055556,1.23147822222222,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0467Q,B. CARLOS DICKENS,privado,1,na,na,na,na,na,na,na,na,0.7864887583125,1.576915,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0505C,I. EDUCATIVO PANAMERICANO,privado,1,na,na,na,na,na,na,na,na,0.2426454065075,1.35667348479161,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0587C,INSTITUTO ROUGIER A.C.,privado,1,na,na,na,na,na,na,na,na,0.105193772898824,0.857419343178571,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0594M,BACHILLERES UGM POZA RICA,privado,1,na,na,na,na,na,na,na,na,-0.519561240240506,0.2209,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH0614J,INSTITUTO ANGLO DE CORDOBA,privado,1,na,na,na,na,na,na,na,na,1.155160241875,2.035728306875,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH3373QW,C. PEARSON,privado,1,na,na,na,na,na,na,na,na,0.142463147941176,1.80887427117647,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PBH3589V,TEC MILENIO C.VERACRUZ,privado,1,na,na,na,na,na,na,na,na,0.521329058571429,1.72010018857971,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30PCT0044D,B. TEC. JOHN J. SPARK,privado,1,na,na,na,na,na,na,na,na,0.5412938075,1.9385,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,GRAL. EMILIANO ZAPATA,publico,0,na,na,na,na,na,na,na,na,0.699469117442623,0.950703780872131,Ciudad de México,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0